TimeInSeconds,TimeToFinishSession,Scene,PlayerPositionX,PlayerPositionY,PlayerPositionZ,RawInputPositionX,RawInputPositionZ,ObjectiveType,ObjectiveCompletion,Score,ObjectiveWindow,LevelNumber,Type,Scenario,Category,ImagesToFind,Columns,Rows,ObjectiveVisible,HintsActive,SelectedImage,CorrectImages,Wrong Images
61949.894,1629.505,Home,0,0.893,-1.45,0,0,PlayRehatask,0,10,1,NaN,Sequence,3,NaN,0,0,0,TextSmallDisplay,0,NaN,0,0
61949.895,1629.504,Home,0,0.893,-1.45,0,0,PlayRehatask,0,10,1,NaN,Sequence,3,NaN,0,0,0,TextSmallDisplay,0,NaN,0,0
61949.898,1629.503,Home,0,0.893,-1.45,0,0,PlayRehatask,0,10,1,NaN,Sequence,3,NaN,0,0,0,TextSmallDisplay,0,NaN,0,0
61949.899,1629.5,Home,0,0.893,-1.45,0,0,PlayRehatask,0,10,1,NaN,Sequence,3,NaN,0,0,0,TextSmallDisplay,0,NaN,0,0
61949.900,1629.498,Home,0,0.893,-1.45,0,0,PlayRehatask,0,10,1,NaN,Sequence,3,NaN,0,0,0,TextSmallDisplay,0,NaN,0,0
61949.901,1629.497,Home,0,0.893,-1.45,0,0,PlayRehatask,0,10,1,NaN,Sequence,3,NaN,0,0,0,TextSmallDisplay,0,NaN,0,0
61949.902,1629.496,Home,0,0.893,-1.45,0,0,PlayRehatask,0,10,1,NaN,Sequence,3,NaN,0,0,0,TextSmallDisplay,0,NaN,0,0
61949.905,1629.495,Home,0,0.893,-1.45,0,0,PlayRehatask,0,10,1,NaN,Sequence,3,NaN,0,0,0,TextSmallDisplay,0,NaN,0,0
61949.906,1629.494,Home,0,0.893,-1.45,0,0,PlayRehatask,0,10,1,NaN,Sequence,3,NaN,0,0,0,TextSmallDisplay,0,NaN,0,0
61949.907,1629.492,Home,0,0.893,-1.45,0,0,PlayRehatask,0,10,1,NaN,Sequence,3,NaN,0,0,0,TextSmallDisplay,0,NaN,0,0
